

pwl	ợ
ltnw	lướn
ltmw	lướm
ltvw	lướp
ltrw	lướt

lps	lú
lpus	lúu
lpjs	lúi
lpcs	lúc
lpfs	lúng
lpns	lún
lpms	lúm
lpvs	lúp
lprs	lút

lpw	lúa
lpuw	luốu
lpjw	luối
lpcw	luốc
lpfw	luống
lpnw	luốn
lpmw	luốm
lpvw	luốp
lprw	luốt

nws	nớ
nwus	nớu
nwjs	nới
nwcs	nớc
nwfs	nớng
nwns	nớn
nwms	nớm
nwvs	nớp
nwrs	nớt

nww	nuớ
nwuw	nuớu
nwjw	nuới
nwcw	nuớc
nwfw	nuớng
nwnw	nuớn
nwmw	nuớm
nwvw	nuớp
nwrw	nuớt

nos	nó
nous	nóu
nojs	nói
nocs	nóc
nofs	nóng
nons	nón
noms	nóm
novs	nóp
nors	nót

now	noó
nouw	noóu
nojw	noói
nocw	noóc
nofw	noóng
nonw	noón
nomw	noóm
novw	noóp
norw	noót

nas	ná
naus	náo
najs	nái
nacs	nác
nafs	náng
nans	nán
nams	nám
navs	náp
nars	nát

naw	noá
nauw	noáo
najw	noái
nacw	noác
nafw	noáng
nanw	noán
namw	noám
navw	noáp
narw	noát

nes	né
neus	néo
nejs	néi
necs	néc
nefs	néng
nens	nén
nems	ném
nevs	nép
ners	nét

new	noé
neuw	noéo
nejw	noéi
necw	noéc
nefw	noéng
nenw	noén
nemw	noém
nevw	noép
nerw	noét

nds	nế
ndus	nếu
ndjs	nếy
ndcs	nếch
ndfs	nếnh
ndns	nến
ndms	nếm
ndvs	nếp
ndrs	nết

ndw	nuế
nduw	nuếu
ndjw	nuếy
ndcw	nuếch
ndfw	nuếnh
ndnw	nuến
ndmw	nuếm
ndvw	nuếp
ndrw	nuết

nis	ní
nius	níu
nijs	ný
nics	ních
nifs	nính
nins	nín
nims	ním
nivs	níp
nirs	nít

niw	nuí
niuw	nuýu
nijw	nuý
nicw	nuých
nifw	nuýnh
ninw	nuýn
nimw	nuým
nivw	nuýp
nirw	nuýt

nks	nía
nkus	niếu
nkjs	niếy
nkcs	niếc
nkfs	niếng
nkns	niến
nkms	niếm
nkvs	niếp
nkrs	niết

nkw	nuýa
nkuw	nuyếu
nkjw	nuyếy
nkcw	nuyếc
nkfw	nuyếng
nknw	nuyến
nkmw	nuyếm
nkvw	nuyếp
nkrw	nuyết

nls	nố
nlus	nốu
nljs	nối
nlcs	nốc
nlfs	nống
nlns	nốn
nlms	nốm
nlvs	nốp
nlrs	nốt

nlw	noố
nluw	noốu
nljw	noối
nlcw	noốc
nlfw	noống
nlnw	noốn
nlmw	noốm
nlvw	noốp
nlrw	noốt

nss	nánh
nsus	nấu
nsjs	nấy
nscs	nấc
nsfs	nấng
nsns	nấn
nsms	nấm
nsvs	nấp
nsrs	nất

nsw	noánh
nsuw	nuấu
nsjw	nuấy
nscw	nuấc
nsfw	nuấng
nsnw	nuấn
nsmw	nuấm
nsvw	nuấp
nsrw	nuất

nqs	nách
nqus	náu
nqjs	náy
nqcs	nắc
nqfs	nắng
nqns	nắn
nqms	nắm
nqvs	nắp
nqrs	nắt

nqw	noách
nquw	noáu
nqjw	noáy
nqcw	noắc
nqfw	noắng
nqnw	noắn
nqmw	noắm
nqvw	noắp
nqrw	noắt

nts	nứ
ntus	nứu
ntjs	nứi
ntcs	nức
ntfs	nứng
ntns	nứn
ntms	nứm
ntvs	nứp
ntrs	nứt

ntw	nứa
ntuw	nướu
ntjw	nưới
ntcw	nước
ntfw	nướng
ntnw	nướn
ntmw	nướm
ntvw	nướp
ntrw	nướt

nps	nú
npus	núu
npjs	núi
npcs	núc
npfs	núng
npns	nún
npms	núm
npvs	núp
nprs	nút

npw	núa
npuw	nuốu
npjw	nuối
npcw	nuốc
npfw	nuống
npnw	nuốn
npmw	nuốm
npvw	nuốp
nprw	nuốt

iws	nhớ
iwus	nhớu
iwjs	nhới
iwcs	nhớc
iwfs	nhớng
iwns	nhớn
iwms	nhớm
iwvs	nhớp
iwrs	nhớt

iww	nhuớ
iwuw	nhuớu
iwjw	nhuới
iwcw	nhuớc
iwfw	nhuớng
iwnw	nhuớn
iwmw	nhuớm
iwvw	nhuớp
iwrw	nhuớt

ios	nhó
ious	nhóu
iojs	nhói
iocs	nhóc
iofs	nhóng
ions	nhón
ioms	nhóm
iovs	nhóp
iors	nhót

iow	nhoó
iouw	nhoóu
iojw	nhoói
iocw	nhoóc
iofw	nhoóng
ionw	nhoón
iomw	nhoóm
iovw	nhoóp
iorw	nhoót

ias	nhá
iaus	nháo
iajs	nhái
iacs	nhác
iafs	nháng
ians	nhán
iams	nhám
iavs	nháp
iars	nhát

iaw	nhoá
iauw	nhoáo
iajw	nhoái
iacw	nhoác
iafw	nhoáng
ianw	nhoán
iamw	nhoám
iavw	nhoáp
iarw	nhoát

ies	nhé
ieus	nhéo
iejs	nhéi
iecs	nhéc
iefs	nhéng
iens	nhén
iems	nhém
ievs	nhép
iers	nhét

iew	nhoé
ieuw	nhoéo
iejw	nhoéi
iecw	nhoéc
iefw	nhoéng
ienw	nhoén
iemw	nhoém
ievw	nhoép
ierw	nhoét

ids	nhế
idus	nhếu
idjs	nhếy
idcs	nhếch
idfs	nhếnh
idns	nhến
idms	nhếm
idvs	nhếp
idrs	nhết

idw	nhuế
iduw	nhuếu
idjw	nhuếy
idcw	nhuếch
idfw	nhuếnh
idnw	nhuến
idmw	nhuếm
idvw	nhuếp
idrw	nhuết

iis	nhí
iius	nhíu
iijs	nhý
iics	nhích
iifs	nhính
iins	nhín
iims	nhím
iivs	nhíp
iirs	nhít

iiw	nhuí
iiuw	nhuýu
iijw	nhuý
iicw	nhuých
iifw	nhuýnh
iinw	nhuýn
iimw	nhuým
iivw	nhuýp
iirw	nhuýt

iks	nhía
ikus	nhiếu
ikjs	nhiếy
ikcs	nhiếc
ikfs	nhiếng
ikns	nhiến
ikms	nhiếm
ikvs	nhiếp
ikrs	nhiết

ikw	nhuýa
ikuw	nhuyếu
ikjw	nhuyếy
ikcw	nhuyếc
ikfw	nhuyếng
iknw	nhuyến
ikmw	nhuyếm
ikvw	nhuyếp
ikrw	nhuyết

ils	nhố
ilus	nhốu
iljs	nhối
ilcs	nhốc
ilfs	nhống
ilns	nhốn
ilms	nhốm
ilvs	nhốp
ilrs	nhốt

ilw	nhoố
iluw	nhoốu
iljw	nhoối
ilcw	nhoốc
ilfw	nhoống
ilnw	nhoốn
ilmw	nhoốm
ilvw	nhoốp
ilrw	nhoốt

iss	nhánh
isus	nhấu
isjs	nhấy
iscs	nhấc
isfs	nhấng
isns	nhấn
isms	nhấm
isvs	nhấp
isrs	nhất

isw	nhoánh
isuw	nhuấu
isjw	nhuấy
iscw	nhuấc
isfw	nhuấng
isnw	nhuấn
ismw	nhuấm
isvw	nhuấp
isrw	nhuất

iqs	nhách
iqus	nháu
iqjs	nháy
iqcs	nhắc
iqfs	nhắng
iqns	nhắn
iqms	nhắm
iqvs	nhắp
iqrs	nhắt

iqw	nhoách
iquw	nhoáu
iqjw	nhoáy
iqcw	nhoắc
iqfw	nhoắng
iqnw	nhoắn
iqmw	nhoắm
iqvw	nhoắp
iqrw	nhoắt

its	nhứ
itus	nhứu
itjs	nhứi
itcs	nhức
itfs	nhứng
itns	nhứn
itms	nhứm
itvs	nhứp
itrs	nhứt

itw	nhứa
ituw	nhướu
itjw	nhưới
itcw	nhước
itfw	nhướng
itnw	nhướn
itmw	nhướm
itvw	nhướp
itrw	nhướt

ips	nhú
ipus	nhúu
ipjs	nhúi
ipcs	nhúc
ipfs	nhúng
ipns	nhún
ipms	nhúm
ipvs	nhúp
iprs	nhút

ipw	nhúa
ipuw	nhuốu
ipjw	nhuối
ipcw	nhuốc
ipfw	nhuống
ipnw	nhuốn
ipmw	nhuốm
ipvw	nhuốp
iprw	nhuốt

mws	mớ
mwus	mớu
mwjs	mới
mwcs	mớc
mwfs	mớng
mwns	mớn
mwms	mớm
mwvs	mớp
mwrs	mớt

mww	muớ
mwuw	muớu
mwjw	muới
mwcw	muớc
mwfw	muớng
mwnw	muớn
mwmw	muớm
mwvw	muớp
mwrw	muớt

mos	mó
mous	móu
mojs	mói
mocs	móc
mofs	móng
mons	món
moms	móm
movs	móp
mors	mót

mow	moó
mouw	moóu
mojw	moói
mocw	moóc
mofw	moóng
monw	moón
momw	moóm
movw	moóp
morw	moót

mas	má
maus	máo
majs	mái
macs	mác
mafs	máng
mans	mán
mams	mám
mavs	máp
mars	mát

maw	moá
mauw	moáo
majw	moái
macw	moác
mafw	moáng
manw	moán
mamw	moám
mavw	moáp
marw	moát

mes	mé
meus	méo
mejs	méi
mecs	méc
mefs	méng
mens	mén
mems	mém
mevs	mép
mers	mét

mew	moé
meuw	moéo
mejw	moéi
mecw	moéc
mefw	moéng
menw	moén
memw	moém
mevw	moép
merw	moét

mds	mế
mdus	mếu
mdjs	mếy
mdcs	mếch
mdfs	mếnh
mdns	mến
mdms	mếm
mdvs	mếp
mdrs	mết

mdw	muế
mduw	muếu
mdjw	muếy
mdcw	muếch
mdfw	muếnh
mdnw	muến
mdmw	muếm
mdvw	muếp
mdrw	muết

mis	mí
mius	míu
mijs	mý
mics	mích
mifs	mính
mins	mín
mims	mím
mivs	míp
mirs	mít

miw	muí
miuw	muýu
mijw	muý
micw	muých
mifw	muýnh
minw	muýn
mimw	muým
mivw	muýp
mirw	muýt

mks	mía
mkus	miếu
mkjs	miếy
mkcs	miếc
mkfs	miếng
mkns	miến
mkms	miếm
mkvs	miếp
mkrs	miết

mkw	muýa
mkuw	muyếu
mkjw	muyếy
mkcw	muyếc
mkfw	muyếng
mknw	muyến
mkmw	muyếm
mkvw	muyếp
mkrw	muyết

mls	mố
mlus	mốu
mljs	mối
mlcs	mốc
mlfs	mống
mlns	mốn
mlms	mốm
mlvs	mốp
mlrs	mốt

mlw	moố
mluw	moốu
mljw	moối
mlcw	moốc
mlfw	moống
mlnw	moốn
mlmw	moốm
mlvw	moốp
mlrw	moốt

mss	mánh
msus	mấu
msjs	mấy
mscs	mấc
msfs	mấng
msns	mấn
msms	mấm
msvs	mấp
msrs	mất

msw	moánh
msuw	muấu
msjw	muấy
mscw	muấc
msfw	muấng
msnw	muấn
msmw	muấm
msvw	muấp
msrw	muất

mqs	mách
mqus	máu
mqjs	máy
mqcs	mắc
mqfs	mắng
mqns	mắn
mqms	mắm
mqvs	mắp
mqrs	mắt

mqw	moách
mquw	moáu
mqjw	moáy
mqcw	moắc
mqfw	moắng
mqnw	moắn
mqmw	moắm
mqvw	moắp
mqrw	moắt

mts	mứ
mtus	mứu
mtjs	mứi
mtcs	mức
mtfs	mứng
mtns	mứn
mtms	mứm
mtvs	mứp
mtrs	mứt

mtw	mứa
mtuw	mướu
mtjw	mưới
mtcw	mước
mtfw	mướng
mtnw	mướn
mtmw	mướm
mtvw	mướp
mtrw	mướt

mps	mú
mpus	múu
mpjs	múi
mpcs	múc
mpfs	múng
mpns	mún
mpms	múm
mpvs	múp
mprs	mút

mpw	múa
mpuw	muốu
mpjw	muối
mpcw	muốc
mpfw	muống
mpnw	muốn
mpmw	muốm
mpvw	muốp
mprw	muốt

fws	phớ
fwus	phớu
fwjs	phới
fwcs	phớc
fwfs	phớng
fwns	phớn
fwms	phớm
fwvs	phớp
fwrs	phớt

fww	phuớ
fwuw	phuớu
fwjw	phuới
fwcw	phuớc
fwfw	phuớng
fwnw	phuớn
fwmw	phuớm
fwvw	phuớp
fwrw	phuớt

fos	phó
fous	phóu
fojs	phói
focs	phóc
fofs	phóng
fons	phón
foms	phóm
fovs	phóp
fors	phót

fow	phoó
fouw	phoóu
fojw	phoói
focw	phoóc
fofw	phoóng
fonw	phoón
fomw	phoóm
fovw	phoóp
forw	phoót

fas	phá
faus	pháo
fajs	phái
facs	phác
fafs	pháng
fans	phán
fams	phám
favs	pháp
fars	phát

faw	phoá
fauw	phoáo
fajw	phoái
facw	phoác
fafw	phoáng
fanw	phoán
famw	phoám
favw	phoáp
farw	phoát

fes	phé
feus	phéo
fejs	phéi
fecs	phéc
fefs	phéng
fens	phén
fems	phém
fevs	phép
fers	phét

few	phoé
feuw	phoéo
fejw	phoéi
fecw	phoéc
fefw	phoéng
fenw	phoén
femw	phoém
fevw	phoép
ferw	phoét

fds	phế
fdus	phếu
fdjs	phếy
fdcs	phếch
fdfs	phếnh
fdns	phến
fdms	phếm
fdvs	phếp
fdrs	phết

fdw	phuế
fduw	phuếu
fdjw	phuếy
fdcw	phuếch
fdfw	phuếnh
fdnw	phuến
fdmw	phuếm
fdvw	phuếp
fdrw	phuết

fis	phí
fius	phíu
fijs	phý
fics	phích
fifs	phính
fins	phín
fims	phím
fivs	phíp
firs	phít

fiw	phuí
fiuw	phuýu
fijw	phuý
ficw	phuých
fifw	phuýnh
finw	phuýn
fimw	phuým
fivw	phuýp
firw	phuýt

fks	phía
fkus	phiếu
fkjs	phiếy
fkcs	phiếc
fkfs	phiếng
fkns	phiến
fkms	phiếm
fkvs	phiếp
fkrs	phiết

fkw	phuýa
fkuw	phuyếu
fkjw	phuyếy
fkcw	phuyếc
fkfw	phuyếng
fknw	phuyến
fkmw	phuyếm
fkvw	phuyếp
fkrw	phuyết

fls	phố
flus	phốu
fljs	phối
flcs	phốc
flfs	phống
flns	phốn
flms	phốm
flvs	phốp
flrs	phốt

flw	phoố
fluw	phoốu
fljw	phoối
flcw	phoốc
flfw	phoống
flnw	phoốn
flmw	phoốm
flvw	phoốp
flrw	phoốt

fss	phánh
fsus	phấu
fsjs	phấy
fscs	phấc
fsfs	phấng
fsns	phấn
fsms	phấm
fsvs	phấp
fsrs	phất

fsw	phoánh
fsuw	phuấu
fsjw	phuấy
fscw	phuấc
fsfw	phuấng
fsnw	phuấn
fsmw	phuấm
fsvw	phuấp
fsrw	phuất

fqs	phách
fqus	pháu
fqjs	pháy
fqcs	phắc
fqfs	phắng
fqns	phắn
fqms	phắm
fqvs	phắp
fqrs	phắt

fqw	phoách
fquw	phoáu
fqjw	phoáy
fqcw	phoắc
fqfw	phoắng
fqnw	phoắn
fqmw	phoắm
fqvw	phoắp
fqrw	phoắt

fts	phứ
ftus	phứu
ftjs	phứi
ftcs	phức
ftfs	phứng
ftns	phứn
ftms	phứm
ftvs	phứp
ftrs	phứt

ftw	phứa
ftuw	phướu
ftjw	phưới
ftcw	phước
ftfw	phướng
ftnw	phướn
ftmw	phướm
ftvw	phướp
ftrw	phướt

fps	phú
fpus	phúu
fpjs	phúi
fpcs	phúc
fpfs	phúng
fpns	phún
fpms	phúm
fpvs	phúp
fprs	phút

fpw	phúa
fpuw	phuốu
fpjw	phuối
fpcw	phuốc
fpfw	phuống
fpnw	phuốn
fpmw	phuốm
fpvw	phuốp
fprw	phuốt

vws	vớ
vwus	vớu
vwjs	với
vwcs	vớc
vwfs	vớng
vwns	vớn
vwms	vớm
vwvs	vớp
vwrs	vớt

vww	vuớ
vwuw	vuớu
vwjw	vuới
vwcw	vuớc
vwfw	vuớng
vwnw	vuớn
vwmw	vuớm
vwvw	vuớp
vwrw	vuớt

vos	vó
vous	vóu
vojs	vói
vocs	vóc
vofs	vóng
vons	vón
voms	vóm
vovs	vóp
vors	vót

vow	voó
vouw	voóu
vojw	voói
vocw	voóc
vofw	voóng
vonw	voón
vomw	voóm
vovw	voóp
vorw	voót

vas	vá
vaus	váo
vajs	vái
vacs	vác
vafs	váng
vans	ván
vams	vám
vavs	váp
vars	vát

vaw	voá
vauw	voáo
vajw	voái
vacw	voác
vafw	voáng
vanw	voán
vamw	voám
vavw	voáp
varw	voát

ves	vé
veus	véo
vejs	véi
vecs	véc
vefs	véng
vens	vén
vems	vém
vevs	vép
vers	vét

vew	voé
veuw	voéo
vejw	voéi
vecw	voéc
vefw	voéng
venw	voén
vemw	voém
vevw	voép
verw	voét

vds	vế
vdus	vếu
vdjs	vếy
vdcs	vếch
vdfs	vếnh
vdns	vến
vdms	vếm
vdvs	vếp
vdrs	vết

vdw	vuế
vduw	vuếu
vdjw	vuếy
vdcw	vuếch
vdfw	vuếnh
vdnw	vuến
vdmw	vuếm
vdvw	vuếp
vdrw	vuết

vis	ví
vius	víu
vijs	vý
vics	vích
vifs	vính
vins	vín
vims	vím
vivs	víp
virs	vít

viw	vuí
viuw	vuýu
vijw	vuý
vicw	vuých
vifw	vuýnh
vinw	vuýn
vimw	vuým
vivw	vuýp
virw	vuýt

vks	vía
vkus	viếu
vkjs	viếy
vkcs	viếc
vkfs	viếng
vkns	viến
vkms	viếm
vkvs	viếp
vkrs	viết

vkw	vuýa
vkuw	vuyếu
vkjw	vuyếy
vkcw	vuyếc
vkfw	vuyếng
vknw	vuyến
vkmw	vuyếm
vkvw	vuyếp
vkrw	vuyết

vls	vố
vlus	vốu
vljs	vối
vlcs	vốc
vlfs	vống
vlns	vốn
vlms	vốm
vlvs	vốp
vlrs	vốt

vlw	voố
vluw	voốu
vljw	voối
vlcw	voốc
vlfw	voống
vlnw	voốn
vlmw	voốm
vlvw	voốp
vlrw	voốt

vss	vánh
vsus	vấu
vsjs	vấy
vscs	vấc
vsfs	vấng
vsns	vấn
vsms	vấm
vsvs	vấp
vsrs	vất

vsw	voánh
vsuw	vuấu
vsjw	vuấy
vscw	vuấc
vsfw	vuấng
vsnw	vuấn
vsmw	vuấm
vsvw	vuấp
vsrw	vuất

vqs	vách
vqus	váu
vqjs	váy
vqcs	vắc
vqfs	vắng
vqns	vắn
vqms	vắm
vqvs	vắp
vqrs	vắt

vqw	voách
vquw	voáu
vqjw	voáy
vqcw	voắc
vqfw	voắng
vqnw	voắn
vqmw	voắm
vqvw	voắp
vqrw	voắt

vts	vứ
vtus	vứu
vtjs	vứi
vtcs	vức
vtfs	vứng
vtns	vứn
vtms	vứm
vtvs	vứp
vtrs	vứt

vtw	vứa
vtuw	vướu
vtjw	vưới
vtcw	vước
vtfw	vướng
vtnw	vướn
vtmw	vướm
vtvw	vướp
vtrw	vướt

vps	vú
vpus	vúu
vpjs	vúi
vpcs	vúc
vpfs	vúng
vpns	vún
vpms	vúm
vpvs	vúp
vprs	vút

vpw	vúa
vpuw	vuốu
vpjw	vuối
vpcw	vuốc
vpfw	vuống
vpnw	vuốn
vpmw	vuốm
vpvw	vuốp
vprw	vuốt

ews	bớ
ewus	bớu
ewjs	bới
ewcs	bớc
ewfs	bớng
ewns	bớn
ewms	bớm
ewvs	bớp
ewrs	bớt

eww	buớ
ewuw	buớu
ewjw	buới
ewcw	buớc
ewfw	buớng
ewnw	buớn
ewmw	buớm
ewvw	buớp
ewrw	buớt

eos	bó
eous	bóu
eojs	bói
eocs	bóc
eofs	bóng
eons	bón
eoms	bóm
eovs	bóp
eors	bót

eow	boó
eouw	boóu
eojw	boói
eocw	boóc
eofw	boóng
eonw	boón
eomw	boóm
eovw	boóp
eorw	boót

eas	bá
eaus	báo
eajs	bái
eacs	bác
eafs	báng
eans	bán
eams	bám
eavs	báp
ears	bát

eaw	boá
eauw	boáo
eajw	boái
eacw	boác
eafw	boáng
eanw	boán
eamw	boám
eavw	boáp
earw	boát

ees	bé
eeus	béo
eejs	béi
eecs	béc
eefs	béng
eens	bén
eems	bém
eevs	bép
eers	bét

eew	boé
eeuw	boéo
eejw	boéi
eecw	boéc
eefw	boéng
eenw	boén
eemw	boém
eevw	boép
eerw	boét

eds	bế
edus	bếu
edjs	bếy
edcs	bếch
edfs	bếnh
edns	bến
edms	bếm
edvs	bếp
edrs	bết

edw	buế
eduw	buếu
edjw	buếy
edcw	buếch
edfw	buếnh
ednw	buến
edmw	buếm
edvw	buếp
edrw	buết

eis	bí
eius	bíu
eijs	bý
eics	bích
eifs	bính
eins	bín
eims	bím
eivs	bíp
eirs	bít

eiw	buí
eiuw	buýu
eijw	buý
eicw	buých
eifw	buýnh
einw	buýn
eimw	buým
eivw	buýp
eirw	buýt

eks	bía
ekus	biếu
ekjs	biếy
ekcs	biếc
ekfs	biếng
ekns	biến
ekms	biếm
ekvs	biếp
ekrs	biết

ekw	buýa
ekuw	buyếu
ekjw	buyếy
ekcw	buyếc
ekfw	buyếng
eknw	buyến
ekmw	buyếm
ekvw	buyếp
ekrw	buyết

els	bố
elus	bốu
eljs	bối
elcs	bốc
elfs	bống
elns	bốn
elms	bốm
elvs	bốp
elrs	bốt

elw	boố
eluw	boốu
eljw	boối
elcw	boốc
elfw	boống
elnw	boốn
elmw	boốm
elvw	boốp
elrw	boốt

ess	bánh
esus	bấu
esjs	bấy
escs	bấc
esfs	bấng
esns	bấn
esms	bấm
esvs	bấp
esrs	bất

esw	boánh
esuw	buấu
esjw	buấy
escw	buấc
esfw	buấng
esnw	buấn
esmw	buấm
esvw	buấp
esrw	buất

eqs	bách
equs	báu
eqjs	báy
eqcs	bắc
eqfs	bắng
eqns	bắn
eqms	bắm
eqvs	bắp
eqrs	bắt

eqw	boách
equw	boáu
eqjw	boáy
eqcw	boắc
eqfw	boắng
eqnw	boắn
eqmw	boắm
eqvw	boắp
eqrw	boắt

ets	bứ
etus	bứu
etjs	bứi
etcs	bức
etfs	bứng
etns	bứn
etms	bứm
etvs	bứp
etrs	bứt

etw	bứa
etuw	bướu
etjw	bưới
etcw	bước
etfw	bướng
etnw	bướn
etmw	bướm
etvw	bướp
etrw	bướt

eps	bú
epus	búu
epjs	búi
epcs	búc
epfs	búng
epns	bún
epms	búm
epvs	búp
eprs	bút

epw	búa
epuw	buốu
epjw	buối
epcw	buốc
epfw	buống
epnw	buốn
epmw	buốm
epvw	buốp
eprw	buốt

sws	sớ
swus	sớu
swjs	sới
swcs	sớc
swfs	sớng
swns	sớn
swms	sớm
swvs	sớp
swrs	sớt

sww	suớ
swuw	suớu
swjw	suới
swcw	suớc
swfw	suớng
swnw	suớn
swmw	suớm
swvw	suớp
swrw	suớt

sos	só
sous	sóu
sojs	sói
socs	sóc
sofs	sóng
sons	són
soms	sóm
sovs	sóp
sors	sót

sow	soó
souw	soóu
sojw	soói
socw	soóc
sofw	soóng
sonw	soón
somw	soóm
sovw	soóp
sorw	soót

sas	sá
saus	sáo
sajs	sái
sacs	sác
safs	sáng
sans	sán
sams	sám
savs	sáp
sars	sát

saw	soá
sauw	soáo
sajw	soái
sacw	soác
safw	soáng
sanw	soán
samw	soám
savw	soáp
sarw	soát

ses	sé
seus	séo
sejs	séi
secs	séc
sefs	séng
sens	sén
sems	sém
sevs	sép
sers	sét

sew	soé
seuw	soéo
sejw	soéi
secw	soéc
sefw	soéng
senw	soén
semw	soém
sevw	soép
serw	soét

sds	sế
sdus	sếu
sdjs	sếy
sdcs	sếch
sdfs	sếnh
sdns	sến
sdms	sếm
sdvs	sếp
sdrs	sết

sdw	suế
sduw	suếu
sdjw	suếy
sdcw	suếch
sdfw	suếnh
sdnw	suến
sdmw	suếm
sdvw	suếp
sdrw	suết

sis	sí
sius	síu
sijs	sý
sics	sích
sifs	sính
sins	sín
sims	sím
sivs	síp
sirs	sít

siw	suí
siuw	suýu
sijw	suý
sicw	suých
sifw	suýnh
sinw	suýn
simw	suým
sivw	suýp
sirw	suýt

sks	sía
skus	siếu
skjs	siếy
skcs	siếc
skfs	siếng
skns	siến
skms	siếm
skvs	siếp
skrs	siết

skw	suýa
skuw	suyếu
skjw	suyếy
skcw	suyếc
skfw	suyếng
sknw	suyến
skmw	suyếm
skvw	suyếp
skrw	suyết

sls	số
slus	sốu
sljs	sối
slcs	sốc
slfs	sống
slns	sốn
slms	sốm
slvs	sốp
slrs	sốt

slw	soố
sluw	soốu
sljw	soối
slcw	soốc
slfw	soống
slnw	soốn
slmw	soốm
slvw	soốp
slrw	soốt

sss	sánh
ssus	sấu
ssjs	sấy
sscs	sấc
ssfs	sấng
ssns	sấn
ssms	sấm
ssvs	sấp
ssrs	sất

ssw	soánh
ssuw	suấu
ssjw	suấy
sscw	suấc
ssfw	suấng
ssnw	suấn
ssmw	suấm
ssvw	suấp
ssrw	suất

sqs	sách
squs	sáu
sqjs	sáy
sqcs	sắc
sqfs	sắng
sqns	sắn
sqms	sắm
sqvs	sắp
sqrs	sắt

sqw	soách
squw	soáu
sqjw	soáy
sqcw	soắc
sqfw	soắng
sqnw	soắn
sqmw	soắm
sqvw	soắp
sqrw	soắt

sts	sứ
stus	sứu
stjs	sứi
stcs	sức
stfs	sứng
stns	sứn
stms	sứm
stvs	sứp
strs	sứt

stw	sứa
stuw	sướu
stjw	sưới
stcw	sước
stfw	sướng
stnw	sướn
stmw	sướm
stvw	sướp
strw	sướt

sps	sú
spus	súu
spjs	súi
spcs	súc
spfs	súng
spns	sún
spms	súm
spvs	súp
sprs	sút

spw	súa
spuw	suốu
spjw	suối
spcw	suốc
spfw	suống
spnw	suốn
spmw	suốm
spvw	suốp
sprw	suốt

xws	xớ
xwus	xớu
xwjs	xới
xwcs	xớc
xwfs	xớng
xwns	xớn
xwms	xớm
xwvs	xớp
xwrs	xớt

xww	xuớ
xwuw	xuớu
xwjw	xuới
xwcw	xuớc
xwfw	xuớng
xwnw	xuớn
xwmw	xuớm
xwvw	xuớp
xwrw	xuớt

xos	xó
xous	xóu
xojs	xói
xocs	xóc
xofs	xóng
xons	xón
xoms	xóm
xovs	xóp
xors	xót

xow	xoó
xouw	xoóu
xojw	xoói
xocw	xoóc
xofw	xoóng
xonw	xoón
xomw	xoóm
xovw	xoóp
xorw	xoót

xas	xá
xaus	xáo
xajs	xái
xacs	xác
xafs	xáng
xans	xán
xams	xám
xavs	xáp
xars	xát

xaw	xoá
xauw	xoáo
xajw	xoái
xacw	xoác
xafw	xoáng
xanw	xoán
xamw	xoám
xavw	xoáp
xarw	xoát

xes	xé
xeus	xéo
xejs	xéi
xecs	xéc
xefs	xéng
xens	xén
xems	xém
xevs	xép
xers	xét

xew	xoé
xeuw	xoéo
xejw	xoéi
xecw	xoéc
xefw	xoéng
xenw	xoén
xemw	xoém
xevw	xoép
xerw	xoét

xds	xế
xdus	xếu
xdjs	xếy
xdcs	xếch
xdfs	xếnh
xdns	xến
xdms	xếm
xdvs	xếp
xdrs	xết

xdw	xuế
xduw	xuếu
xdjw	xuếy
xdcw	xuếch
xdfw	xuếnh
xdnw	xuến
xdmw	xuếm
xdvw	xuếp
xdrw	xuết

xis	xí
xius	xíu
xijs	xý
xics	xích
xifs	xính
xins	xín
xims	xím
xivs	xíp
xirs	xít

xiw	xuí
xiuw	xuýu
xijw	xuý
xicw	xuých
xifw	xuýnh
xinw	xuýn
ximw	xuým
xivw	xuýp
xirw	xuýt

xks	xía
xkus	xiếu
xkjs	xiếy
xkcs	xiếc
xkfs	xiếng
xkns	xiến
xkms	xiếm
xkvs	xiếp
xkrs	xiết

xkw	xuýa
xkuw	xuyếu
xkjw	xuyếy
xkcw	xuyếc
xkfw	xuyếng
xknw	xuyến
xkmw	xuyếm
xkvw	xuyếp
xkrw	xuyết

xls	xố
xlus	xốu
xljs	xối
xlcs	xốc
xlfs	xống
xlns	xốn
xlms	xốm
xlvs	xốp
xlrs	xốt

xlw	xoố
xluw	xoốu
xljw	xoối
xlcw	xoốc
xlfw	xoống
xlnw	xoốn
xlmw	xoốm
xlvw	xoốp
xlrw	xoốt

xss	xánh
xsus	xấu
xsjs	xấy
xscs	xấc
xsfs	xấng
xsns	xấn
xsms	xấm
xsvs	xấp
xsrs	xất

xsw	xoánh
xsuw	xuấu
xsjw	xuấy
xscw	xuấc
xsfw	xuấng
xsnw	xuấn
xsmw	xuấm
xsvw	xuấp
xsrw	xuất

